occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN05. Distributive Negotiation:s10:o2,DPN05. Distributive Negotiation.pptx,10,False,17,Picture 5,2f359f91c66a916e9d420508e62b9b2a910b8d7995dbc2074b5017bd1fe5da05,sha256:2f359f91c66a916e,substantive,Simple create-value schematic,facts-or-data-only,represented-in-existing-book-visual,chapters/35-negotiation-as-joint-decision-design.qmd,complete,Claiming versus creating value is represented in the original negotiation-architecture visual and prose.
DPN05. Distributive Negotiation:s11:o1,DPN05. Distributive Negotiation.pptx,11,False,17,Picture 4,450e3763610a106fdaad3ff6a97c93d1f389fd9870e0626362e1bd956cb56c07,sha256:450e3763610a106f,substantive,Yin-yang value-claiming/value-creating schematic,facts-or-data-only,represented-in-existing-book-visual,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The interdependence is represented in the original negotiation architecture; source diagram omitted.
DPN05. Distributive Negotiation:s15:o1,DPN05. Distributive Negotiation.pptx,15,False,13,Picture 5,67589019bfadbe9334ce4ea83a47f9423d79cc6f5d9a0e758b538ef53ec97275,sha256:67589019bfadbe93,substantive,News frame showing kidnapped journalist Jill Carroll,protected,represented-in-text-or-activity,chapters/37-creating-value-across-differences.qmd,complete,The audience/interests case is told cautiously from a cited retrospective account; news frame omitted.
DPN05. Distributive Negotiation:s16:o1,DPN05. Distributive Negotiation.pptx,16,False,17,Picture 7,6dd948b4ebff1c87eab6b7b30f17c89ae7ef85e4bc7cfc43a401a0e8fd4231b4,sha256:6dd948b4ebff1c87,substantive,Al Jazeera/news frame from Jill Carroll case,protected,represented-in-text-or-activity,chapters/37-creating-value-across-differences.qmd,complete,The audience/interests case is represented in text; protected broadcast frame omitted.
DPN05. Distributive Negotiation:s17:o1,DPN05. Distributive Negotiation.pptx,17,False,19,Content Placeholder 6,f253ecd8e8f8baf164ed7f9306d1cbbe022f080877215086239dd4ce179edde5,sha256:f253ecd8e8f8baf1,substantive,Video thumbnail for Know Your Interests,protected,linked-original,chapters/37-creating-value-across-differences.qmd,complete,The original video is linked in a predict-and-diagnose activity; thumbnail omitted.
DPN05. Distributive Negotiation:s18:o1,DPN05. Distributive Negotiation.pptx,18,False,15,Content Placeholder 5,517b9722a8e1d63d8ad14abf3a719879fea8d247dd7b65505e299732dcefb508,sha256:517b9722a8e1d63d,substantive,Frame from 30 Rock negotiation scene,protected,linked-original,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The textbook links the original scene and provides a tactic diagnostic; frame omitted.
DPN05. Distributive Negotiation:s18:o2,DPN05. Distributive Negotiation.pptx,18,False,17,Content Placeholder 5,517b9722a8e1d63d8ad14abf3a719879fea8d247dd7b65505e299732dcefb508,sha256:517b9722a8e1d63d,duplicate,Exact embedded duplicate identified by SHA-256,not-applicable,duplicate-accounted,—,accounted,Exact duplicate of the same 30 Rock frame on slide 18.
DPN05. Distributive Negotiation:s20:o1,DPN05. Distributive Negotiation.pptx,20,False,21,Picture 2,a04e9a3216a9892e86daaafa0aeabca577866495f4d7870e11548d48df81f8ed,sha256:a04e9a3216a9892e,substantive,Film still from Just Go with It,protected,linked-original,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The original clip is linked for low-road/high-road diagnosis; still omitted.
DPN05. Distributive Negotiation:s20:o2,DPN05. Distributive Negotiation.pptx,20,False,22,Picture 2,3505e49b720bb25f00aa4426c237b719451cb6142134e03d61706c1d9fc9ce2e,sha256:3505e49b720bb25f,substantive,Second film still from Just Go with It,protected,linked-original,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The same linked activity accounts for the second still; no frame copied.
DPN05. Distributive Negotiation:s21:o1,DPN05. Distributive Negotiation.pptx,21,False,12,Picture 12,15b541931256728495a7d3675022fbd0be5d1dd9c0878dfd86d463f07c7f5223,sha256:15b5419312567284,substantive,Benjamin Franklin portrait; license not documented,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The negotiation quotation/illustration is represented in prose; portrait omitted.
DPN05. Distributive Negotiation:s22:o1,DPN05. Distributive Negotiation.pptx,22,False,14,Picture 3,b4aa525444c0cb24cc53cbe8b15f4c96820831ae30568fe41fb2bc5e8eeaab1a,sha256:b4aa525444c0cb24,substantive,Thumb-wrestling photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The thumb-wrestling coordination activity is represented in text; photograph omitted.
DPN05. Distributive Negotiation:s24:o1,DPN05. Distributive Negotiation.pptx,24,False,17,Content Placeholder 5,6ce35afc1b959606dd70eda9d111e07a641f46340354a6ac1ded7061024eea47,sha256:6ce35afc1b959606,substantive,Rackham and Carlisle skilled-negotiator comparison chart,facts-or-data-only,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,"The four observed measures and percentages are reconstructed as an accessible cited table, not copied as an image."
DPN05. Distributive Negotiation:s26:o1,DPN05. Distributive Negotiation.pptx,26,False,22,Picture 1,e890a9a9f16bdeceb28a4804de2fe357b60cf574c241d8e633b930cf6f25ae89,sha256:e890a9a9f16bdece,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Preparation section-divider illustration is decorative and omitted.
DPN05. Distributive Negotiation:s27:o1,DPN05. Distributive Negotiation.pptx,27,False,17,Picture 8,42d57f57f0fc595146eb899a0d8d45de1fefe727715be6cb3f22f8d132c9a136,sha256:42d57f57f0fc5951,substantive,Syndicated negotiation/preparation cartoon,protected,represented-in-text-or-activity,chapters/36-preparing-and-claiming-value.qmd,complete,Preparation is represented through the case-first structure and checklist; cartoon omitted.
DPN05. Distributive Negotiation:s28:o1,DPN05. Distributive Negotiation.pptx,28,False,14,Picture 2,a3e6539c433b0ec7309f82e4abc0929ca425911b0a47a21a2b9e3754754dad27,sha256:a3e6539c433b0ec7,substantive,Sun Tzu book cover,protected,represented-in-text-or-activity,chapters/36-preparing-and-claiming-value.qmd,complete,The learn-about-the-other-side maxim is represented as a preparation principle; commercial cover omitted.
DPN05. Distributive Negotiation:s33:o1,DPN05. Distributive Negotiation.pptx,33,False,22,Picture 5,70e963c2638274b82d7e2aa2ca4ea8a6ca07337a93d5c731dc9551e30fb2f29d,sha256:70e963c2638274b8,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Bargaining-tactics section-divider illustration is decorative and omitted.
DPN05. Distributive Negotiation:s35:o1,DPN05. Distributive Negotiation.pptx,35,False,32,Picture 4,5648a59babf43cc64cf42bf7a6f26dd12d380564a6a5fb2ed4c71c560b0e5033,sha256:5648a59babf43cc6,substantive,Syndicated cartoon about what is negotiable,protected,represented-in-text-or-activity,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The Roosevelt campaign case and bargaining-boundary discussion are represented in text; cartoon omitted.
DPN05. Distributive Negotiation:s36:o1,DPN05. Distributive Negotiation.pptx,36,False,10,slide.url=https://www.polleverywhere.com/multiple_choice_polls/t5049XTWFeXYzwsHh4bWD?state=opened&flow=Default&onscreen=persist,5bdba042d0197f8bd7c13ff195f17c66de97b66a5c60f2db807ddbc041af14ab,sha256:5bdba042d0197f8b,administrative,Course-response or submission interface,not-applicable,administrative-omitted,—,accounted,Poll Everywhere first-offer poll screenshot; the textbook retains a self-contained first-offer prompt.
DPN05. Distributive Negotiation:s36:o2,DPN05. Distributive Negotiation.pptx,36,False,11,Picture 9,6d9f601160e989b4bda79c93b45508142a3c3891ee705b5356a8af9738224644,sha256:6d9f601160e989b4,administrative,Course-response or submission interface,not-applicable,administrative-omitted,—,accounted,Poll Everywhere QR/link strip; transient course-response endpoint omitted.
DPN05. Distributive Negotiation:s39:o1,DPN05. Distributive Negotiation.pptx,39,False,16,Picture 5,f5908d6205ec40a80494048d3f2dc126d662b5d912d0b5833b57aeec6b10e2aa,sha256:f5908d6205ec40a8,substantive,Positive-ZOPA diagram,facts-or-data-only,represented-in-existing-book-visual,chapters/36-preparing-and-claiming-value.qmd,complete,Rebuilt independently as the original accessible zopa.svg with a number-line example.
DPN05. Distributive Negotiation:s40:o1,DPN05. Distributive Negotiation.pptx,40,False,16,Picture 39,b9362e49f5c1dea630e369bbee974ec932c1692df5ea0388f2cde037fec6ee64,sha256:b9362e49f5c1dea6,substantive,Bargaining-surplus/settlement diagram,facts-or-data-only,represented-in-existing-book-visual,chapters/36-preparing-and-claiming-value.qmd,complete,Positive-zone and settlement logic are explained with the original ZOPA visual and formulas.
DPN05. Distributive Negotiation:s41:o1,DPN05. Distributive Negotiation.pptx,41,False,13,Picture 8,b5894b29f6c2ad4412a424a609f7eb7e056db68968fd800f14ebbd51ceb20ef4,sha256:b5894b29f6c2ad44,substantive,Negative-ZOPA diagram,facts-or-data-only,represented-in-existing-book-visual,chapters/36-preparing-and-claiming-value.qmd,complete,Negative-zone and no-agreement logic are represented in prose adjacent to the original ZOPA visual.
DPN05. Distributive Negotiation:s45:o1,DPN05. Distributive Negotiation.pptx,45,False,10,Content Placeholder 3,6b92fefbad2d393d9c3430750a428451dacb4a0a4a4ed12a4ea91f8f2950c5a8,sha256:6b92fefbad2d393d,substantive,Galinsky aspiration/first-offer outcome schematic,unclear,original-replacement,chapters/36-preparing-and-claiming-value.qmd,complete,"Replaced by an original, non-data first-offer information matrix that makes anchoring-versus-disclosure risk explicit; the source chart is not copied."
DPN05. Distributive Negotiation:s50:o1,DPN05. Distributive Negotiation.pptx,50,False,20,Picture 5,d74fbf0362656fdd989fcde5c8147a13fda61fb8a4d16f5c5f32b71f5fbdcc35,sha256:d74fbf0362656fdd,substantive,Precision-offer study scatterplot,facts-or-data-only,represented-in-text-or-activity,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,Moderate versus excessive precision and expert boundary conditions are explained with primary citations; plot omitted.
DPN05. Distributive Negotiation:s53:o1,DPN05. Distributive Negotiation.pptx,53,False,7,Picture 3,cfc906928d5a6b5e86d84abcc39ff94618748ca90d28ceaaf890fda0de2a72f6,sha256:cfc906928d5a6b5e,substantive,Range-offer taxonomy diagram,facts-or-data-only,represented-in-text-or-activity,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,"Point, bracketing, bolstering, and bumped-up ranges are explained and compared in prose; source diagram omitted."
DPN05. Distributive Negotiation:s55:o1,DPN05. Distributive Negotiation.pptx,55,False,13,Picture 2,ebeb23ae5be2b1183a0ec692dda960948cbae0ca629a9f077bbd989997d1a763,sha256:ebeb23ae5be2b118,substantive,Alec Baldwin/30 Rock silence clip thumbnail,protected,linked-original,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The original clip is linked in a silence comparison activity; portrait/thumbnail omitted.
DPN05. Distributive Negotiation:s57:o1,DPN05. Distributive Negotiation.pptx,57,False,11,Picture 2,e83e103e682e1397cabb8d8eeb3c91213c54c670c8ba5ae11a34f1b3f7caf9db,sha256:e83e103e682e1397,substantive,The Office negotiation clip still,protected,linked-original,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The original clip is linked and analyzed; still omitted.
DPN05. Distributive Negotiation:s58:o1,DPN05. Distributive Negotiation.pptx,58,False,4,index,27ca8521e39dea704eeb149e4f6fd54413fe1b1e61a73b94cb8e0b15f3757c26,sha256:27ca8521e39dea70,substantive,The Simpsons frame used for an ambiguous tactic prompt,protected,represented-in-text-or-activity,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The prompt's teaching point—diagnose before labeling—is represented in text; frame omitted because no verified link accompanies it.
DPN05. Distributive Negotiation:s65:o1,DPN05. Distributive Negotiation.pptx,65,False,12,Picture 4,5c510a0cb5252a0914e3093f2ca4132f8173f4b11ca300692ec4e07938469abd,sha256:5c510a0cb5252a09,substantive,Historical Roosevelt campaign advertisement/confession-of-faith scan,protected,represented-in-text-or-activity,chapters/retired-anchors-concessions-and-bargaining-tactics.qmd,complete,The campaign dilemma and resolution are narrated and source-qualified; scan omitted.
DPN06. Integrative Negotiation:s1:o1,DPN06. Integrative Negotiation.pptx,1,False,12,Picture 6,c5a5f2299e256a3982fad4d88b515263f7de9e8200bfb5c781e15c8b8a717858,sha256:c5a5f2299e256a39,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Title illustration is decorative and omitted.
DPN06. Integrative Negotiation:s5:o1,DPN06. Integrative Negotiation.pptx,5,False,13,Picture 6,bd488f9286aa8f156acc3602f9cdfc01f5cc33eff30003ffde713af8d926cdc3,sha256:bd488f9286aa8f15,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Integrative-negotiation section-divider illustration is decorative and omitted.
DPN06. Integrative Negotiation:s7:o1,DPN06. Integrative Negotiation.pptx,7,False,12,Picture 1,9649e3f917e858dbfe247133b0f2cdecc4a8140d868e5835beb816634562b145,sha256:9649e3f917e858db,substantive,Pareto-frontier schematic,facts-or-data-only,represented-in-existing-book-visual,chapters/37-creating-value-across-differences.qmd,complete,Rebuilt independently as original pareto.svg; efficiency is distinguished from fairness.
DPN06. Integrative Negotiation:s8:o1,DPN06. Integrative Negotiation.pptx,8,False,13,Picture 5,084d7f445167642465b64960c9eebc64a110d119a3a194b719c39742ddb865bd,sha256:084d7f4451676424,substantive,Camp David regional map from third-party source,protected,represented-in-text-or-activity,chapters/37-creating-value-across-differences.qmd,complete,The sovereignty/security case is represented in prose and linked to the U.S. State Department history page; map omitted.
DPN06. Integrative Negotiation:s9:o1,DPN06. Integrative Negotiation.pptx,9,False,22,Picture 2,d2cfe33aa5e898437dc839915b459d2523470d0d85a8c4625da5239ab6a15818,sha256:d2cfe33aa5e89843,substantive,Sinai split/utility number-line diagram,facts-or-data-only,represented-in-text-or-activity,chapters/37-creating-value-across-differences.qmd,complete,The positional split is explained in the Camp David case without copying the source diagram.
DPN06. Integrative Negotiation:s10:o1,DPN06. Integrative Negotiation.pptx,10,False,14,Picture 17,b2bf1575f092cd41b64473deee6833b229abe0e80a3f62e6bd73cd4785668605,sha256:b2bf1575f092cd41,substantive,Two-party utility/frontier diagram,facts-or-data-only,represented-in-existing-book-visual,chapters/37-creating-value-across-differences.qmd,complete,"Pareto moves, dominated packages, and efficiency are represented in original pareto.svg and prose."
DPN06. Integrative Negotiation:s12:o1,DPN06. Integrative Negotiation.pptx,12,False,16,Picture 5,53a4b3667fc893a5781465c3fbc04c62680e46096cd4d58fdb2d7a14121ff8fa,sha256:53a4b3667fc893a5,substantive,Issue/interest/priority preparation worksheet,facts-or-data-only,represented-in-text-or-activity,chapters/37-creating-value-across-differences.qmd,complete,Rebuilt as accessible priority-map and information-strategy tables; no worksheet image copied.
DPN06. Integrative Negotiation:s23:o1,DPN06. Integrative Negotiation.pptx,23,False,7,Picture 3,31b7889a99b0535e34b1b1d8c3adab966d137615fb6a9292a83f335560a814c9,sha256:31b7889a99b0535e,substantive,Post-settlement/process flowchart,facts-or-data-only,represented-in-existing-book-visual,chapters/38-designing-better-agreements.qmd,complete,Post-settlement improvement and implementation governance are represented in original agreement-design.svg and prose.
DPN06. Integrative Negotiation:s26:o1,DPN06. Integrative Negotiation.pptx,26,False,13,Picture 6,b47e78f332a8b165fa5220f0ad475bc7d0695a5cf9fd82755e2e420a2daaf831,sha256:b47e78f332a8b165,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Process-tactics section-divider illustration is decorative and omitted.
DPN06. Integrative Negotiation:s30:o1,DPN06. Integrative Negotiation.pptx,30,False,13,Picture 6,c461bc9a2a22a8606a595928e40961b3c075daac6cbc0a70b8221ff8ac060bc9,sha256:c461bc9a2a22a860,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Deception section-divider illustration is decorative and omitted.
DPN06. Integrative Negotiation:s31:o1,DPN06. Integrative Negotiation.pptx,31,False,18,Picture 2,7164c7596208bc01d5cce660b7ff7146f5aa96a8cd57c8760e15b3f122b2ffcf,sha256:7164c7596208bc01,substantive,Lie to Me television poster,protected,linked-original,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The linked Clinton example introduces the unreliability of visual tells; poster omitted.
DPN06. Integrative Negotiation:s31:o2,DPN06. Integrative Negotiation.pptx,31,False,19,Picture 6,2d9c4a1e594e8791e9a07ce05ed58c55ff0403f7d126f4024aa4b0fdfc93de2c,sha256:2d9c4a1e594e8791,substantive,Bill Clinton photograph with handwritten dedication,protected,linked-original,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The original Clinton clip is linked; personal/press photograph omitted.
DPN06. Integrative Negotiation:s32:o1,DPN06. Integrative Negotiation.pptx,32,False,17,Picture 7,1b26accc9528c4d5bdbb43af2745fcacf72b0ae6567bae50e58fcd3d6802d88b,sha256:1b26accc9528c4d5,substantive,Child lie-detection demonstration photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The children’s images are not reproduced. The predict-first activity and inability-to-read-tells lesson are represented in text.
DPN06. Integrative Negotiation:s32:o2,DPN06. Integrative Negotiation.pptx,32,False,18,Picture 9,e5ba4fe9c9443e4514d38b033db4970108d2f9776aa3a02148d073a330c8a116,sha256:e5ba4fe9c9443e45,substantive,Child lie-detection demonstration photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The children’s images are not reproduced. The predict-first activity and inability-to-read-tells lesson are represented in text.
DPN06. Integrative Negotiation:s32:o3,DPN06. Integrative Negotiation.pptx,32,False,19,Picture 11,f3f0464aec5cc22ee6839b71a43c9e786c4b8d3aeca381a826ee85a1c36a8a1d,sha256:f3f0464aec5cc22e,substantive,Child lie-detection demonstration photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The children’s images are not reproduced. The predict-first activity and inability-to-read-tells lesson are represented in text.
DPN06. Integrative Negotiation:s33:o1,DPN06. Integrative Negotiation.pptx,33,False,2,lie detection,6b72deddab22e2f0c068dfd0b3c25bba7535ad57914e4885c22ea18849aad60a,sha256:6b72deddab22e2f0,substantive,Composite child lie-detection video frame,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The diagnostic activity is represented in text without reproducing minors' images.
DPN06. Integrative Negotiation:s34:o1,DPN06. Integrative Negotiation.pptx,34,False,4,slide.url=https://www.polleverywhere.com/multiple_choice_polls/FN7sSIjMgaHOi69CdQ9kE,4f0e86bf169a04484a6d8afc723b37c2d455d39f2bb4950410a56aa6d27f52e0,sha256:4f0e86bf169a0448,administrative,Course-response or submission interface,not-applicable,administrative-omitted,—,accounted,Poll Everywhere child-lie poll screenshot; textbook uses a self-contained prediction prompt.
DPN06. Integrative Negotiation:s34:o2,DPN06. Integrative Negotiation.pptx,34,False,7,Picture 6,822587e1c4d2edc43ea36a57887cbe8c15d1e4c98f02e40d57c0032a0bd79619,sha256:822587e1c4d2edc4,administrative,Course-response or submission interface,not-applicable,administrative-omitted,—,accounted,Poll Everywhere QR code; transient response endpoint omitted.
DPN06. Integrative Negotiation:s35:o1,DPN06. Integrative Negotiation.pptx,35,False,11,Picture 5,f5f03c8772aa5e570d0339c82143599c05c6f8bf64bdf57fc43257f732db08fb,sha256:f5f03c8772aa5e57,substantive,Observed-versus-believed lie-cue values from Sporer and Schwandt (2007) Figure 1,facts-or-data-only,redrawn-data,figures/lie-cues-belief-gap.svg; chapters/38-designing-better-agreements.qmd#fig-lie-cues-belief-gap,complete,"Primary-source values were verified and redrawn in the book's visual system. The slide's attribution is corrected to Sporer and Schwandt (2007); the figure distinguishes group-level association from individual diagnosis and the journal artwork is not reused."
DPN06. Integrative Negotiation:s39:o1,DPN06. Integrative Negotiation.pptx,39,False,2,Image 0,67146575d2c8d0740eb30e15fca03fa6518fd2d0c310f3af86d07814e49e70fc,sha256:67146575d2c8d074,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Generic AI/stock-style crossroads artwork reused across decks; decorative and omitted.
DPN06. Integrative Negotiation:s40:o1,DPN06. Integrative Negotiation.pptx,40,False,13,Picture 6,4e8862727618885b949ee4c4b4efe504faf10eca61c2631ab1ba474bae181d32,sha256:4e8862727618885b,decorative,AI/stock-style deck artwork; no reusable provenance supplied,unclear,decorative-omitted,—,accounted,Culture section-divider illustration is decorative and omitted.
DPN06. Integrative Negotiation:s41:o1,DPN06. Integrative Negotiation.pptx,41,False,14,Content Placeholder 5,65107a014171e8b74488d43f7e517da6c0e9afc729bf6e0f578e8d1ab3c411e7,sha256:65107a014171e8b7,substantive,Individualist/collectivist self-construal figure from scholarly or textbook source,protected,represented-in-text-or-activity,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,complete,The culture chapter treats independent/interdependent self-construals as hypotheses and distributions; source figure omitted.
DPN06. Integrative Negotiation:s42:o1,DPN06. Integrative Negotiation.pptx,42,False,18,Picture 4,35ea5ee515f0728d193b7475c035673f9dc709892d3c1829b4fd4cc5d2852095,sha256:35ea5ee515f0728d,substantive,Banana product photograph used in triad categorization task,protected,original-replacement,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd#fig-culture-triad-monkey-panda-banana,complete,The stock photograph is not reused; a wholly new three-object illustration restores the categorization prompt.
DPN06. Integrative Negotiation:s42:o2,DPN06. Integrative Negotiation.pptx,42,False,21,Picture 8,491582280684a480bdf389671eac0acaa5c06e214528b60bbd1d40d47de4f0db,sha256:491582280684a480,substantive,Monkey stock photograph used in triad categorization task,protected,original-replacement,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd#fig-culture-triad-monkey-panda-banana,complete,The stock photograph is not reused; a wholly new three-object illustration restores the categorization prompt.
DPN06. Integrative Negotiation:s42:o3,DPN06. Integrative Negotiation.pptx,42,False,22,Picture 6,4a3bb28d4969363e48112f8308861a2f2fd23f7c64c35a66910a0dac4d747de0,sha256:4a3bb28d4969363e,substantive,Panda stock photograph used in triad categorization task,protected,original-replacement,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd#fig-culture-triad-monkey-panda-banana,complete,The stock photograph is not reused; a wholly new three-object illustration restores the categorization prompt.
DPN06. Integrative Negotiation:s43:o1,DPN06. Integrative Negotiation.pptx,43,False,14,Content Placeholder 2,baaa5d58233b51863b204083b2f974a226d496ea056b44fffc0a306afb6f1863,sha256:baaa5d58233b5186,substantive,Hedden et al. absolute-versus-relative line-task diagram,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The attention task and cultural-familiarity interpretation are described with a strong no-brain-types boundary; source diagram omitted.
DPN06. Integrative Negotiation:s44:o1,DPN06. Integrative Negotiation.pptx,44,False,16,Content Placeholder 2,7e489e45cb57acd5bd38518a802a1b932ac50a28d4dc090dbf331fb04e84e50f,sha256:7e489e45cb57acd5,substantive,Hedden et al. acculturation/brain-activation scatterplot,facts-or-data-only,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The specific attentional-control association is described cautiously with the primary citation; plot omitted.
DPN06. Integrative Negotiation:s46:o1,DPN06. Integrative Negotiation.pptx,46,False,14,Picture 8,113349b1f4ce3e54620cf4f52d46257d28c8dd472e3922d365d4f2e1733a1edb,sha256:113349b1f4ce3e54,substantive,Yin-yang symbol used to cue dialecticism,protected,represented-in-text-or-activity,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,complete,Dialectical thinking is discussed conceptually; symbol artwork omitted.
DPN06. Integrative Negotiation:s47:o1,DPN06. Integrative Negotiation.pptx,47,False,16,Picture 2,e5c0b4a3c7e9e4d3f1f6c6c2cade1b359410bddd52149934802db87aadf1c007,sha256:e5c0b4a3c7e9e4d3,substantive,Talhelm chair-moving field-study photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The chair-moving observation is described with citation and causal caveats; photograph omitted.
DPN06. Integrative Negotiation:s48:o1,DPN06. Integrative Negotiation.pptx,48,False,13,Content Placeholder 4,c272c38a3654721042998a23f09ff2485fee22b4f89469ad28a9868fb834e425,sha256:c272c38a36547210,substantive,Talhelm chair-moving city comparison chart,facts-or-data-only,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The within-China observation is described as a historical-ecology hypothesis with confounding cautions; chart omitted.
DPN06. Integrative Negotiation:s48:o2,DPN06. Integrative Negotiation.pptx,48,False,15,Picture 10,ea8588eaf9940a6e10d6b0e9459e8de8e9dcfb62bb35a7c40dd6c2754f95ee68,sha256:ea8588eaf9940a6e,substantive,Talhelm international chair-moving comparison chart,facts-or-data-only,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,Country averages are not used to diagnose individuals; chart omitted and cultural contrast converted into process questions.
DPN06. Integrative Negotiation:s50:o1,DPN06. Integrative Negotiation.pptx,50,False,20,Content Placeholder 5,189bcd11ee90549b0e713ebac8a964dd3fe70ddf6ec77f5e880813d6e776e879,sha256:189bcd11ee90549b,substantive,Cohen et al. honor-culture field/lab result chart,facts-or-data-only,redrawn-data,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd#fig-culture-honor-study-redraw,complete,Published cortisol-change values are redrawn with the restricted sample and anti-stereotyping boundary displayed beside the result.
DPN06. Integrative Negotiation:s50:o2,DPN06. Integrative Negotiation.pptx,50,False,19,Content Placeholder 5,4134be40e878570a04e570c1acbffb5cb5aaf837a73b903e351cc0d3516daddb,sha256:4134be40e878570a,substantive,Historical cattle/herding engraving,protected,represented-in-text-or-activity,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,complete,The ecology-of-honor hypothesis is discussed with causal limits; engraving omitted because provenance/license is not established.
DPN06. Integrative Negotiation:s51:o1,DPN06. Integrative Negotiation.pptx,51,False,12,Picture 2,43c4c9f3ad674ddeb1937552942996fac39fbde6392c61af8bfe3a0a3b9bce2b,sha256:43c4c9f3ad674dde,substantive,Rice-terrace stock photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,Rice/wheat ecology is described as a population-level hypothesis; photograph omitted.
DPN06. Integrative Negotiation:s52:o1,DPN06. Integrative Negotiation.pptx,52,False,16,Picture 2,90144d233e19ff8696859083eb525f8ef5a9d65438d02b3c4bd6fabac9fcbee0,sha256:90144d233e19ff86,substantive,Chinese landscape/river photograph,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,The regional-ecology discussion remains in text with causal caveats; photograph omitted.
DPN06. Integrative Negotiation:s53:o1,DPN06. Integrative Negotiation.pptx,53,False,11,Picture 5,f1f7aa850ac31100b259626617ef7848de4237b2d34e5065d0b7becccee161af,sha256:f1f7aa850ac31100,substantive,Rice-paddy cultivation/divorce regional scatterplot,facts-or-data-only,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,"The correlation is not reproduced as causal evidence; the chapter retains only the broader, bounded historical-ecology hypothesis."
DPN06. Integrative Negotiation:s53:o2,DPN06. Integrative Negotiation.pptx,53,False,12,Picture 10,59aa22f4d82da4e0a7edbd8cb3b9544de41753ba917a85e7935d50b1e37d6a29,sha256:59aa22f4d82da4e0,substantive,China rice-versus-wheat region map,protected,represented-in-text-or-activity,chapters/35-negotiation-as-joint-decision-design.qmd,complete,Regional contrast is described cautiously; map omitted.
DPN06. Integrative Negotiation:s54:o1,DPN06. Integrative Negotiation.pptx,54,False,17,Picture 6,5d1ab24ab63e1946d3a7285f667dfde4b70841de7004eb31d9b9c010865fe9fc,sha256:5d1ab24ab63e1946,substantive,Hofstede two-dimension country scatterplot,facts-or-data-only,represented-in-text-or-activity,chapters/29-culture-and-identity-the-same-action-is-not-the-same-act.qmd,complete,"Country dimensions are explicitly treated as coarse descriptive tools, not person-level diagnoses; chart omitted."
