Concept,Home,Book file,Section,Body match,Lecture source,Slide/page
Proximate versus ultimate explanations,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,"Four questions, not one master cause {#four-questions-not-one-cause}",True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,29
Evolutionary mismatch,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Heuristics can be tools and sources of bias {#heuristics-tools-and-biases},True,,
Maslow's hierarchy,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Needs and motives: Maslow and Kenrick {#maslow-and-kenrick},True,BE-Aalborg/09 - Additional Topics/Existing Additional Topics/146 Happiness.pdf,32
Kenrick's motives,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Needs and motives: Maslow and Kenrick {#maslow-and-kenrick},True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,28
Natural selection,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,"Four questions, not one master cause {#four-questions-not-one-cause}",True,BE-Aalborg/BE2026/BE07&08. Behavioral Game Theory.pptx,84
Evolutionary game theory,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,True,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,1
Evolutionarily stable strategy,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,True,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,3
Replicator dynamics,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,True,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,7
Schelling segregation,B,appendices/appendix-b-evolutionary-explanations-of-value-choice-and-rationality.qmd,Population and spatial models,True,BE-Aalborg/05 - Strategic and Social Decisions/21. Evolutionary Game Theory.pptx,33
Research question,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,True,BE-Aalborg/08 - Research Methods/18. Formulate Research Questions.pptx,1
Operationalization,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,Worked study: from question to report,True,DPN-Aalborg/DPN04. Influence & Persuasion.pptx,51
Hypothesis,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/BE2026/BE09. Behavioral Finance.pptx,2
Counterfactual,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,"3. Separate description, prediction, causation, and mechanism",True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,11
Confounding,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,6
Random sampling,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,26
Random assignment,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,22
Within-subject design,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,Worked study: from question to report,True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,51
Between-subject design,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,31
Factorial design,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,93
Field experiment,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/BE2026/BE01. Intro to Behavioral Economics.pptx,36
Incentives,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,16
Statistical power,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,True,BE-Aalborg/BE2026/BE04. Two Systems of Thinking.pptx,25
Attrition,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,True,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Noncompliance,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The one-page evidence design card,True,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,9
Intention-to-treat,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,True,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Local average treatment effect,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,True,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Spillovers,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,5. Choose the design that identifies the contrast,True,BE-Aalborg/08 - Research Methods/25. Threats in Running Experiments.pptx,3
Hawthorne effect,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,33
John Henry effect,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,8. Protect the assignment during implementation,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,33
Internal validity,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,27
External validity,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,12. Transport the result only as far as the evidence travels,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,16
Research ethics,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,23
Reproducible workflow,E,appendices/appendix-e-how-behavioral-evidence-is-built.qmd,The experimental workflow,True,BE-Aalborg/BE2026/BE02. Decision-Making Process.pptx,28
Replication,F,appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},True,BE-Aalborg/BE2026/BE03. Prediction and Expectation.pptx,44
Reproducibility,F,appendices/appendix-f-when-evidence-breaks.qmd,Find out what kind of check was performed {#four-questions-that-are-often-confused},True,BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Publication bias,F,appendices/appendix-f-when-evidence-breaks.qmd,"Famous conclusions that became smaller, conditional, or different",True,"BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",60
Questionable research practices,F,appendices/appendix-f-when-evidence-breaks.qmd,"Honest error, questionable practice, and misconduct are not the same",True,"BE-Aalborg/Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx",
Preregistration,F,appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},True,BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
HARKing,F,appendices/appendix-f-when-evidence-breaks.qmd,Flexible analysis creates many paths to a result,True,"BE-Aalborg/Readings/03 - Priming and Goal Setting/Priming, Subliminal Messaging, and Positive Thinking_ A Scientific Review and the Replication Crisis.docx",
Multiple testing,F,appendices/appendix-f-when-evidence-breaks.qmd,Underpowered studies create a selection problem,True,DPN-Aalborg/additional topics/_Needs Classification/Strategic and Data-Driven Decision Making Synthesis Deck.pptx,84
Selective reporting,F,appendices/appendix-f-when-evidence-breaks.qmd,Opening / chapter overview,False,BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Retraction,F,appendices/appendix-f-when-evidence-breaks.qmd,Safeguards and complementary checks {#safeguards-what-each-reform-can-and-cannot-do},True,BE-Aalborg/Readings/02 - Research Design and Replication/Experimental Studies and Replication Failures Across Disciplines.docx,
Expression of concern,F,appendices/appendix-f-when-evidence-breaks.qmd,What to do when you find a serious problem,True,,
Effect size,F,appendices/appendix-f-when-evidence-breaks.qmd,When a striking result becomes less convincing {#what-the-replication-crisis-doesand-does-notmean},True,"BE-Aalborg/03 - Context, Habits and Choice Architecture/06&07. Contextual Influence.pptx",60
Statistical significance,F,appendices/appendix-f-when-evidence-breaks.qmd,Opening / chapter overview,False,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,85
P-hacking,F,appendices/appendix-f-when-evidence-breaks.qmd,Flexible analysis creates many paths to a result,True,BE-Aalborg/08 - Research Methods/17. Conduct Research in Behavioral Economics.pptx,70
Type S error,F,appendices/appendix-f-when-evidence-breaks.qmd,Underpowered studies create a selection problem,True,,
Type M error,F,appendices/appendix-f-when-evidence-breaks.qmd,Underpowered studies create a selection problem,True,,
